Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location of Incident,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Organisation Affected,Programme Focus,Aid Workers Killed,Aid Workers Injured,Aid Workers Kidnapped,Aid Workers Arrested,Known Kidnapping or Arrest Outcome,Aid Workers Killed in Captivity,International Aid Workers Killed,International Aid Workers Killed in Captivity,National Aid Workers Killed,National Aid Workers Killed in Captivity,Female Aid Workers Killed,Female Aid Workers Killed in Captivity,Male Aid Workers Killed,Male Aid Workers Killed in Captivity,International Aid Workers Injured,National Aid Workers Injured,Female Aid Workers Injured,Male Aid Workers Injured,International Aid Workers Kidnapped,National Aid Workers Kidnapped,Female Aid Workers Kidnapped,Male Aid Workers Kidnapped,International Aid Workers Arrested,National Aid Workers Arrested,Female Aid Workers Arrested,Male Aid Workers Arrested,SiND Event ID
2021-11-01,November 2021: The head of a health LNGO was arrested at his home and tortured to extract a confession by SAC forces. He was accused of planting a bomb on 31 October 2021. ,Myanmar,MMR,Bago Region,17.7,95.7,(2) 25 km Precision ,Home,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,Health,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30139
2021-10-30,October 2021: A volunteer was attacked and injured in an attempted robbery.,Spain,ESP,El Príncipe,35.8,-5.3,(2) 25 km Precision ,Warehouse,Civilian,Youth,Knife,Red Cross (Nat Soc),Health,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,31867
2021-10-27,October 2021: An LNGO vehicle was ambushed and robbed. One staff member was injured.,CAR,CAF,Ouham-Pendé,7.2,16.6,(2) 25 km Precision ,Road,NSA,Unidentified armed actor,Firearms,LNGO,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29493
2021-10-26,October 2021: Three volunteers were assaulted by Israeli settlers who pepper-sprayed them as they surveyed damage done to Palestinian olive groves. ,OPT,PSE,Judea and Samaria,,,censored by HDX,Open Space,Civilian,Israeli settlers,No Information on the Weapon Used,Red Cross (Nat Soc),Health,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30075
2021-10-23,"October 2021: An INGO staff member was drugged, kidnapped and robbed.",Brazil,BRA,Southeast Region,-22.9,-43.2,"(3) District, Communicipality or Commune ",Other,Criminal,Criminal,Other Weapon,UN Agency,No information,0,0,1,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29385
2021-10-22,October 2021: Two LNGO aid workers were arrested by SAC troops for taking pictures of dead SAC troops and posting them on social media. One was layer released and the other was imprisoned (15 months). The LNGOs activities stopped for an unknown period of time.,Myanmar,MMR,Mon State,15.9,97.7,(2) 25 km Precision ,No information,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,Health,0,0,0,2,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,30063
2021-10-21,October 2021: An INGO health worker was arrested by police.,South Sudan,SSD,Western Equatoria,5.3,30.3,"(3) District, Communicipality or Commune ",No information,Police,Intelligence/security forces (South Sudan),Firearms,INGO,Health,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32860
2021-10-19,October 2021: An INGO aid worker was shot and killed and another civilian injured by unidentified perpeptrators. ,DRC,COD,Ituri,1.5,30.2,(2) 25 km Precision ,Open Space,NSA,Unidentified armed actor,Firearms,INGO,No information,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29903
2021-10-19,October 2021: An INGO aid worker onboard his vehicle was killed when a mine/UXO explosion occurred.,Yemen,YEM,Ta'izz Governorate,13.4,43.5,(2) 25 km Precision ,Road,No Information,Unidentified armed actor,Mine,INGO,No information,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30006
2021-10-16,"October 2021: 12 INGO volunteers, along with five children, were all kidnapped suspectedly by the 400 Mawozo gang.",Haiti,HTI,West,18.6,-72.0,(2) 25 km Precision ,Road,Criminal,400 Mawozo gang (Haiti),Firearms,INGO,Multiple,0,0,12,0,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,5,0,0,0,0,29747
2021-10-15,October 2021: Seven LNGO aid workers were arrested by SAC forces for reportedly carrying medical supplies intended for displaced civilians in Kayah state. ,Myanmar,MMR,Kayah State,19.2,97.3,"(4) Province, State, Governorate ",Road,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,Protection,0,0,0,7,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30154
2021-10-14,"October 2021: An LNGO aid worker was arrested in his home by the SAC forces, accused of planting a bomb at a toll-gate. ",Myanmar,MMR,Mon State,16.4,97.6,(2) 25 km Precision ,Home,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,Health,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30054
2021-10-13,October 2021: An LNGO aid worker was arrested by SAC forces. ,Myanmar,MMR,Ayeyarwady,16.7,95.6,(2) 25 km Precision ,No information,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,Health,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30052
2021-10-13,October 2021: An NGO vehicle was attacked by suspected ISWAP militants. The driver was wounded.,Burkina Faso,BFA,Sahel,13.9,-0.1,(2) 25 km Precision ,Road,NSA,Islamic State of the Greater Sahara,Firearms,LNGO,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,30295
2021-10-11,October 2021: An LNGO aid worker was arrested at his home by SAC forces.,Myanmar,MMR,Shan State,20.1,97.2,(2) 25 km Precision ,Home,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,Health,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30050
2021-10-10,October 2021: A UN staff member was summoned by police after allegations were made that he was supporting an opposition group. He was released the following day.,Afghanistan,AFG,Balkh Province,35.8,66.8,(2) 25 km Precision ,No information,Police,Afghan National Police,Firearms,UN Agency,No information,0,0,0,1,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31533
2021-10-10,October 2021: An INGO rented vehicle was carjacked by a former driver.,Yemen,YEM,Ad Dali' Governorate,13.7,44.7,(2) 25 km Precision ,Road,Staff Worker,Former employee,No Information on the Weapon Used,INGO,No information,0,0,2,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29906
2021-10-07,October 2021: A UN contractor was arrested over a personal matter. ,DRC,COD,South Kivu,-3.1,29.0,(2) 25 km Precision ,No information,Host Government: Military,Forces Armées de la République Démocratique du Congo,No Information on the Weapon Used,UN Agency,No information,0,0,0,1,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29908
2021-10-07,October 2021: An INGO aid worker was killed in an armed robbery by unknown individuals. ,Mali,MLI,Mopti,14.5,-4.0,(2) 25 km Precision ,Road,Criminal,Criminal,Firearms,INGO,No information,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29909
2021-10-05,October 2021: Four INGO health workers were kidnapped by armed men and were later freed.,DRC,COD,South Kivu,-4.2,28.9,(2) 25 km Precision ,Road,No Information,Unidentified armed actor,Firearms,INGO,Health,0,0,4,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,29759
2021-10-05,October 2021: A UN staff member was arrested by police outside the organisation's office. The staff member was later released.,Yemen,YEM,Al Hudaydah Governorate,14.8,42.9,(2) 25 km Precision ,Compound or Office Building,Police,Yemen Police,Firearms,UN Agency,No information,0,0,0,1,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29492
2021-10-04,October 2021: An INGO aid worker was robbed and killed.,Yemen,YEM,Aden Governorate,12.7,45.0,"(3) District, Communicipality or Commune ",Road,NSA,Unidentified armed actor,Firearms,INGO,No information,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29106
2021-10-04,"October 2021: A volunteer air worker was arrested and detained by SAC troops at the Sports-Ground Interrogation Center. The volunteer was reportedly tortured, and shot dead.",Myanmar,MMR,Yangon,17.0,96.2,(2) 25 km Precision ,Other,Host Government: Military,Myanmar Armed Forces,Fist and Foot,NGO,Health,1,0,0,1,Killed,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,33477
2021-10-03,October 2021: An aid worker was kidnapped by Boko Haram Militants. He was killed in April 2022.,Nigeria,NGA,Borno State,12.1,13.3,(2) 25 km Precision ,No information,NSA,Boko Haram,Firearms,UN Agency,No information,1,0,1,0,Killed,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,32872
2021-10-02,October 2021: An INGO nurse was killed on a bus that was shot at.,Nigeria,NGA,Zamfara State,13.0,6.4,(2) 25 km Precision ,Road,No Information,Unidentified armed actor,Firearms,INGO,Health,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29678
2021-09-27,September 2021: An UN staff member was arrested.,South Sudan,SSD,Northern Bahr el Ghazal,8.7,27.3,"(3) District, Communicipality or Commune ",No information,Police,Intelligence/security forces (South Sudan),Firearms,UN Agency,No information,0,0,0,1,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29133
2021-09-24,"September 2021: In an undisclosed location, a doctor was arrested by SAC forces for providing medical care to IDPs. Two years later they were sentenced to 11-years imprisonment.",Myanmar,MMR,No Information,17.1,95.9,(6) Country,No information,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,Health,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,32982
2021-09-24,September 2021: An NGO aid worker was kidnapped and robbed by suspected Katiba Macina (JNIM) militants). The NGO worker was later released. ,Mali,MLI,Sikasso,12.3,-4.7,(2) 25 km Precision ,No information,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,LNGO,No information,0,0,1,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29689
2021-09-23,September 2021: A volunteer was kidnapped by suspected ADF militants during an attack on the village and a FARDC military camp. At least five people were killed in the attack and 11 houses were set on fire. ,DRC,COD,Ituri,1.3,29.9,(2) 25 km Precision ,Other,NSA,Allied Democratic Forces /National Army for the Liberation of Uganda,Arson,Red Cross (Nat Soc),Health,0,0,1,0,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,29551
2021-09-22,September 2021: A volunteer was shot wth rubber-coated steel bullets causing injuires to the chest and shoulder and another volunteer was beaten while they were responding to wounded people at a demonstration in Beita.,OPT,PSE,West Bank,,,censored by HDX,Open Space,Host Government: Military,Israeli Defence Forces,Firearms,Red Cross (Nat Soc),Health,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29723
2021-09-21,September 2021: An aid worker was kidnapped and released the following day. ,Afghanistan,AFG,Herat Province,34.3,62.2,"(3) District, Communicipality or Commune ",No information,No Information,Unidentified armed actor,No Information on the Weapon Used,NGO,No information,0,0,1,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,31477
2021-09-18,September 2021: A UN Agency and military convoy was attacked and threatened by demonstrators . A driver was injured.,DRC,COD,South Kivu,-3.0,28.9,(2) 25 km Precision ,Road,Civilian,Demonstrators,"Stones, Sticks and Gravel",UN Agency,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,29085
2021-09-17,"September 2021: Three staff members were kidnapped, one killed and another injured when gunmen opened fire on their convoy.",South Sudan,SSD,Central Equatoria,4.2,30.2,"(3) District, Communicipality or Commune ",Administration,NSA,Unidentified armed actor,Firearms,UN Agency,Hunger,1,1,3,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29331
2021-09-17,September 2021: A male LNGO aid worker was fatally shot by suspected Katiba Macina militants.,Mali,MLI,Mopti,14.3,-3.7,(2) 25 km Precision ,No information,NSA,Macina Liberation Front,Firearms,LNGO,No information,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29330
2021-09-16,September 2021: An NGO office was stormed by a group of five armed men searching for vehicles. Guards were injured while being detained. ,Afghanistan,AFG,Kabul Province,34.5,69.1,"(3) District, Communicipality or Commune ",Compound or Office Building,NSA,Unidentified armed actor,Firearms,LNGO,No information,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,29087
2021-09-15,September 2021: An INGO aid worker was arrested by police. ,DRC,COD,Central Kasai,-5.8,22.4,"(3) District, Communicipality or Commune ",Administration,Police,Congolese National Police,Firearms,UN Agency,No information,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,28893
2021-09-14,"September 2021: An INGO warehouse was broke into by unidentified armed individuals, presumed to be combatants of the Unity for Peace in Central Africa, (UPC). Two guards were injured and food items stolen. ",CAR,CAF,Haut-Mbomou,5.0,25.1,(2) 25 km Precision ,Warehouse,NSA,Union For Peace in the Central African Republic,Firearms,INGO,Hunger,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,28829
2021-09-10,"September 2021: Two volunteers from a health charity, and one of their wives, were arrested at home following a raid on the charities office.",Myanmar,MMR,Yangon,17.0,96.2,"(3) District, Communicipality or Commune ",Home,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,Health,0,0,0,2,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,29015
2021-09-10,September 2021: An INGO worker was kidnapped,Mali,MLI,Mopti,14.0,-3.5,(2) 25 km Precision ,Health Building,NSA,Unidentified armed actor,Firearms,INGO,No information,0,0,1,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28945
2021-09-09,September 2021: An INGO aid worker was kidnapped by armed perpetrators from their car parked in front of a health centre. The car was also taken.  ,Mali,MLI,Mopti,14.0,-3.5,"(3) District, Communicipality or Commune ",Road,NSA,Unidentified armed actor,Firearms,INGO,No information,0,0,1,0,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29328
2021-09-09,"September 2021: A convoy of two INGO vehicles hit a suspected 3R-planted IED, killing a driver and injuring three aid workers. ",CAR,CAF,Ouham-Pendé,6.7,16.1,"(4) Province, State, Governorate ",Road,No Information,Unidentified armed actor,RCIED,INGO,Protection,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29327
2021-09-09,09 September 2021: Three aid workers were injured when their mine-protected vehicle (MPV) hit an IED during a search and detect operation.,Mali,MLI,Kidal,19.8,0.7,(2) 25 km Precision ,Road,No Information,Unidentified armed actor,Unspecified IED,UN Agency,Demining,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28842
2021-09-06,September 2021: An aid worker was killed in crossfire during community clashes.,South Sudan,SSD,Western Equatoria,5.6,27.4,"(3) District, Communicipality or Commune ",No information,Civilian,Community Members (South Sudan),Firearms,LNGO,No information,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29129
2021-09-02,September 2021: An INGO aid worker was physically assaulted by an unregistered beneficiary at a refugee camp. ,Bosnia and Herzegovina,BIH,Federation of Bosnia and Herzegovina,45.1,15.8,(2) 25 km Precision ,Project site,Camp Resident,Beneficiaries,Unarmed Perpetrator,UN Agency,Protection,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34088
2021-08-31, August 2021: A UN staff member was detained and assaulted by Islamic Emirate of Afghanistanforces.  He was released a few hours later.,Afghanistan,AFG,Bamyan Province,34.8,67.8,"(3) District, Communicipality or Commune ",No information,Host Government: Military,Islamic Emirate of Afghanistan,Firearms,UN Agency,Multiple,0,1,0,1,Freed,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,33948
2021-08-30,August 2021: Two aid workers were arrested by SAC forces.,Myanmar,MMR,Magway,21.4,94.4,"(3) District, Communicipality or Commune ",No information,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,No information,0,0,0,2,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29150
2021-08-30,August 2021: An LNGO health worker was kidnapped and NGO motorbikes were looted by suspected Islamic State of West-Africa Province (ISWAP) militants whilst delivering cereal coupons.,Mali,MLI,Gao,15.6,0.4,"(3) District, Communicipality or Commune ",Project site,NSA,Islamic State West Africa Province,Firearms,LNGO,Hunger,0,0,1,0,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29122
2021-08-29,August 2021: An LNGO aid worker was shot and killed in a Boko Haram raid on a military compound in which sixteen other civilians were also killed. ,Nigeria,NGA,Borno State,12.3,14.4,"(3) District, Communicipality or Commune ",Compound or Office Building,NSA,Boko Haram,Firearms,LNGO,No information,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29123
2021-08-29,August 2021: An Afghan INGO food aid worker was killed along with nine other civilians in a US drone strike that struck the car he was travelling in.,Afghanistan,AFG,Kabul Province,34.5,69.1,"(3) District, Communicipality or Commune ",Road,Foreign Forces: Military,US Military,Aerial Bomb: Drone,INGO,Multiple,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29147
2021-08-28,August 2021: Three staff members injured in a volunteer clinic and a mobile clinic were destroyed in an arson attack by protestors. ,Somalia,SOM,Gedo,2.3,42.2,"(3) District, Communicipality or Commune ",Health Building,Community Member,Local population,Arson,Red Cross (ICRC/IFRC),Health,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29294
2021-08-28,"August 2021: An LNGO aid worker was arrested at home by SAC forces, who accused him of being involved in a bombing. ",Myanmar,MMR,Yangon,16.8,96.1,"(3) District, Communicipality or Commune ",Home,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,Hunger,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29149
2021-08-27,August 2021: A male LNGO aid worker was arrested by Myanmar military forces and beaten on the head. ,Myanmar,MMR,Sagaing Region,21.9,94.7,"(3) District, Communicipality or Commune ",No information,Host Government: Military,Myanmar Armed Forces,Firearms,LNGO,No information,0,1,0,1,No information,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,29148
2021-08-27,August 2021: An INGO health worker was kidnapped by armed individuals in front of the village mosque.,Mali,MLI,Timbuktu,15.7,-3.8,(2) 25 km Precision ,Open Space,NSA,Unidentified armed actor,Firearms,NGO,Health,0,0,1,0,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34090
2021-08-25,August 2021: A staff member was ijnured by an accidental firearm discharge.,Afghanistan,AFG,Kabul Province,34.5,69.1,"(3) District, Communicipality or Commune ",Compound or Office Building,Host Government: Military,Islamic Emirate of Afghanistan,Firearms,UN Agency,Multiple,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33961
2021-08-25,August 2021: An LNGO aid worker was kidnapped by armed perpetrators whilst on her way to work. The victim was released 4 days later.,Haiti,HTI,West,18.6,-72.2,(2) 25 km Precision ,Road,No Information,Unidentified armed actor,Firearms,LNGO,Health,0,0,1,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,29102
2021-08-18,August 2021: A national staff member was robbed by three men on motorcycles as she walked home. The staff member suffered minor injuries.,Suriname,SUR,Paramaribo,5.8,-55.1,"(3) District, Communicipality or Commune ",Road,Criminal,Criminal,No Information on the Weapon Used,UN Agency,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33940
2021-08-10,August 2021: Staff members were locked inside a UN warehouse by approximately 100 contracted casual workers protesting unpaid salaries. The staff members were released following day. Three security guards sustained minor injuries.,South Sudan,SSD,Warrap,8.3,27.9,"(3) District, Communicipality or Commune ",Warehouse,Staff Worker,Employee,Unarmed Perpetrator,UN Agency,Multiple,0,3,0,3,Freed,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,33792
2021-08-09,August 2021: An LNGO aid worker was kidnapped from his residence by Taliban militants. He was held for two days and tortured due to his work with the organisation. He was released on August 11. ,Afghanistan,AFG,Kabul Province,34.5,68.9,(2) 25 km Precision ,Home,NSA,Taliban,Firearms,LNGO,Education,0,0,1,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,28761
2021-08-09,August 2021: A male national security guard working for an INGO was killed by unidentified perpetrators.,South Sudan,SSD,Jonglei,6.6,32.9,"(4) Province, State, Governorate ",No information,No Information,Unidentified armed actor,Firearms,INGO,Multiple,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29982
2021-08-08,August 2021: A UN staff member was injured during unrest at a refugee camp. ,Greece,GRC,Attica,38.0,23.5,(2) 25 km Precision ,IDP Refugee Camp,Camp Resident,Refugees/IDPs,Unarmed Perpetrator,UN Agency,Protection,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33787
2021-08-07,August 2021: An LNGO health worker was injured inside a health facility by an airstrike.,Afghanistan,AFG,Helmand Province,31.4,64.1,"(4) Province, State, Governorate ",Health Building,No Information,Unidentified armed actor,Aerial Bomb: Plane,LNGO,Health,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32513
2021-08-05,August 2021: An LNGO aid worker was injured and an ambulance was destroyed by a missile fired by SDF while they were extinguishing a vehicle fire caused by a previous strike.,Syria,SYR,Aleppo Governorate,36.4,37.4,(2) 25 km Precision ,Project site,NSA,Syrian Democratic Forces,Missile,LNGO,Health,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,28971
2021-08-04,August 2021: Two aid workers were arrested by National Security Service (NSS) for alleged financial misconduct. Both were later released but their national passports were confiscated by NSS personnel. ,South Sudan,SSD,Central Equatoria,4.8,31.5,"(3) District, Communicipality or Commune ",Airstrip,Police,Intelligence/security forces (South Sudan),Firearms,INGO,No information,0,0,0,2,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,33794
2021-08-01,August 2021: A UN convoy was attacked by armed men. A driver was shot dead during the attack and his assistant is missing. ,South Sudan,SSD,Eastern Equatoria,3.9,32.1,(2) 25 km Precision ,Road,NSA,Unidentified armed actor,Firearms,UN Agency,Multiple,1,0,1,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,33983
2021-07-18,July 2021: Four aid workers and a civilian were attacked in their vehicle by suspected ISWAP militants. Two were immediately released while the three others were kidnapped.,Mali,MLI,Gao,15.3,0.7,(2) 25 km Precision ,Road,NSA,Islamic State West Africa Province,Firearms,NGO,No information,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,28650
2021-07-17,July 2021: An LNGO aid worker was arrested at his home by the SDF. ,Syria,SYR,Deir Ezzor Governorate,35.3,40.1,"(3) District, Communicipality or Commune ",Home,NSA,Syrian Democratic Forces,Firearms,NGO,Economic,0,0,0,1,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,28689
2021-07-17,July 2021: Three aid worker were kidnapped and killed by an armed gang suspected to be criminal herders who warned that such killings will continue unless the state governor meets their demands to repeal the prohibition of open grazing across the region. ,Nigeria,NGA,Benue State,7.3,8.7,(2) 25 km Precision ,Project site,No Information,Unidentified armed actor,Firearms,NGO,Health,3,0,3,0,Killed,3,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28685
2021-07-15,July 2021: A WFP convoy of 11 trucks  carrying relief aid to Kuajok was ambushed by unidentified perpetrators. The truck drivers were beaten and the perpetrators reportedly stole smartphones and money. ,South Sudan,SSD,Unity,8.4,29.9,"(4) Province, State, Governorate ",Road,Criminal,Criminal,Firearms,UN Agency,Hunger,0,11,0,0,,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,28687
2021-07-14,"July 2021: An INGO aid worker, a teacher and a director of the Ministry of Water and Sanitation were kidnapped by suspected JNIM militants. ",Burkina Faso,BFA,East,12.3,1.0,(2) 25 km Precision ,Road,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,INGO,No information,0,0,1,0,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28633
2021-07-13,July 2021: Four INGO employees were kidnapped by suspected Katiba Macina (JNIM) militants. All four employees were released the same day.,Mali,MLI,Ségou Region,14.7,-6.0,(2) 25 km Precision ,No information,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,INGO,Health,0,0,4,0,Freed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,28822
2021-07-08,July 2021: Three Malian INGO workers were kidnapped along with their vehicle by unidentified perpetrators. ,Mali,MLI,Mopti,14.8,-4.6,(2) 25 km Precision ,Road,No Information,Unidentified armed actor,Firearms,INGO,Health,0,0,3,0,No information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28649
2021-07-06,July 2021: Two South Sudanese aid workers were wounded when their group was ambushed and assaulted by unidentified perpetrators. ,South Sudan,SSD,Central Equatoria,4.8,31.5,"(3) District, Communicipality or Commune ",Road,NSA,Unidentified armed actor,Firearms,"INGO, LNGO",No information,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,28488
2021-07-06,July 2021: An LNGO community health worker was shot and wounded by a group of unknown youths.,South Sudan,SSD,Lakes,7.0,29.1,"(4) Province, State, Governorate ",No information,Civilian,Youth,Firearms,LNGO,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28502
2021-07-04,July 2021: An UN staff member was shot and wounded by FACA (Central African Armed Forces) allegedly for not complying with instructions at a checkpoint. ,CAR,CAF,Nana-Grébizi,6.9,19.1,(2) 25 km Precision ,Road,Host Government: Military,Central African Armed Forces,Firearms,UN Agency,No information,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,28349
2021-07-03,July 2021: An aid worker and a civilian were shot and killed by Pokot militia in what was reported as a retaliatory attack.,Kenya,KEN,Rift Valley,0.6,35.5,(2) 25 km Precision ,Home,NSA,Unidentified armed actor,Firearms,LNGO,No information,1,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28483
